age,weeks_in_course,hours_spent_learning_per_week,practice_problems_solved,projects_completed,tutorial_videos_watched,uses_kaggle,participates_in_discussion_forums,debugging_sessions_per_week,self_reported_confidence_python,final_exam_score,country_Bangladesh,country_Brazil,country_Germany,country_India,country_Indonesia,country_Nigeria,country_Other,country_Pakistan,country_UK,country_USA,prior_programming_experience_Advanced,prior_programming_experience_Beginner,prior_programming_experience_Intermediate,passed_exam
0.9473684210526315,0.5714285714285714,1.2999999999999998,0.0,-0.5,-1.7777777777777777,0.0,1.0,-0.3333333333333333,0.8,0.4331983805668014,False,False,False,False,False,False,False,True,False,False,False,True,False,0
0.42105263157894735,1.0,1.7999999999999998,-0.8,-0.5,-0.8888888888888888,0.0,0.0,0.0,0.2,-0.45344129554655876,False,False,False,False,False,True,False,False,False,False,False,True,False,0
-0.3157894736842105,-0.42857142857142855,0.17500000000000004,1.1,-0.5,0.3333333333333333,0.0,0.0,0.3333333333333333,-0.6,0.6599190283400808,False,False,False,True,False,False,False,False,False,False,False,False,True,0
-0.6842105263157895,-0.5714285714285714,-0.3500000000000001,0.4,0.0,0.0,1.0,0.0,-0.6666666666666666,0.8,0.6356275303643723,False,False,False,False,False,True,False,False,False,False,False,True,False,0
0.0,-0.7142857142857143,-0.875,0.2,-0.5,0.7777777777777778,1.0,0.0,-0.6666666666666666,0.2,-0.7408906882591093,False,False,False,False,False,False,False,False,True,False,False,True,False,0
0.9473684210526315,0.2857142857142857,0.3500000000000001,0.4,-1.0,-0.5555555555555556,0.0,1.0,-0.6666666666666666,-0.6,0.028340080971659742,False,True,False,False,False,False,False,False,False,False,False,False,True,0
-0.10526315789473684,-1.0,1.3250000000000002,0.0,-0.5,-0.5555555555555556,0.0,0.0,0.0,-0.8,-0.09311740890688275,False,False,False,False,False,False,False,False,False,True,False,True,False,0
0.10526315789473684,-0.7142857142857143,-0.17500000000000004,-0.4,0.5,0.1111111111111111,1.0,1.0,0.6666666666666666,-1.0,-0.7449392712550608,False,False,False,False,False,True,False,False,False,False,False,True,False,0
-0.5263157894736842,-0.7142857142857143,-1.75,-0.8,-0.5,-1.5555555555555556,0.0,0.0,0.0,0.0,-0.9068825910931174,True,False,False,False,False,False,False,False,False,False,False,True,False,0
-0.5263157894736842,-0.14285714285714285,0.5,0.0,-0.5,0.2222222222222222,1.0,1.0,0.3333333333333333,-0.6,0.08906882591093099,False,True,False,False,False,False,False,False,False,False,False,True,False,0
0.15789473684210525,-0.14285714285714285,0.75,-0.2,0.5,0.7777777777777778,0.0,0.0,-1.0,0.8,0.9109311740890684,False,True,False,False,False,False,False,False,False,False,False,False,True,1
0.7894736842105263,0.7142857142857143,-1.2,0.9,0.5,0.1111111111111111,0.0,0.0,-1.0,-0.8,-1.1538461538461537,False,False,False,False,False,True,False,False,False,False,False,True,False,0
0.15789473684210525,1.0,0.125,-0.3,-0.5,-0.6666666666666666,1.0,1.0,0.0,-0.6,-0.5748987854251013,False,True,False,False,False,False,False,False,False,False,False,True,False,0
-0.9473684210526315,0.5714285714285714,0.3500000000000001,0.9,-1.0,-0.4444444444444444,0.0,1.0,0.0,0.4,-0.14170040485829957,False,False,True,False,False,False,False,False,False,False,False,True,False,0
0.05263157894736842,-1.0,-0.050000000000000044,-0.5,1.0,0.0,0.0,1.0,-0.6666666666666666,-0.6,-1.1417004048582995,False,False,False,False,False,True,False,False,False,False,False,True,False,0
-1.0,-0.7142857142857143,-0.6000000000000001,0.1,0.0,0.6666666666666666,0.0,0.0,1.3333333333333333,-0.4,0.26720647773279355,False,False,False,True,False,False,False,False,False,False,False,False,True,0
0.15789473684210525,0.7142857142857143,0.75,0.1,-0.5,0.0,0.0,0.0,-0.3333333333333333,-0.8,-0.004048582995951474,False,False,False,False,False,False,False,True,False,False,False,False,True,0
0.47368421052631576,0.0,-0.30000000000000004,-0.2,0.5,0.0,1.0,0.0,0.3333333333333333,0.4,-0.31983805668016185,False,False,False,False,False,False,False,False,True,False,False,True,False,0
0.8947368421052632,0.14285714285714285,-1.125,1.2,-0.5,-0.1111111111111111,0.0,1.0,0.3333333333333333,0.0,-0.979757085020243,False,False,False,False,True,False,False,False,False,False,False,True,False,0
-1.0,-0.14285714285714285,-1.525,1.0,-0.5,0.6666666666666666,1.0,0.0,-0.3333333333333333,0.6,-0.506072874493927,False,False,False,False,False,False,True,False,False,False,False,True,False,0
0.0,-0.14285714285714285,0.9500000000000002,1.0,1.0,0.1111111111111111,0.0,0.0,1.0,0.4,1.331983805668016,False,True,False,False,False,False,False,False,False,False,False,False,True,1
0.631578947368421,0.5714285714285714,0.4500000000000002,-0.6,1.0,0.0,0.0,1.0,0.0,-0.4,-0.02834008097166003,False,False,False,True,False,False,False,False,False,False,False,True,False,0
-0.47368421052631576,1.0,0.07499999999999996,-0.3,-0.5,0.8888888888888888,1.0,1.0,0.0,0.4,-0.396761133603239,False,False,False,False,False,False,False,False,False,True,False,True,False,0
0.05263157894736842,0.42857142857142855,-0.32499999999999996,-0.4,0.0,0.1111111111111111,1.0,1.0,0.6666666666666666,-1.0,-0.3279352226720648,False,False,False,False,False,False,False,False,False,True,False,True,False,0
0.21052631578947367,0.0,-0.3999999999999999,-0.9,1.0,0.8888888888888888,0.0,0.0,0.3333333333333333,0.6,0.4817813765182185,False,False,False,False,False,False,True,False,False,False,False,True,False,0
0.3157894736842105,-0.2857142857142857,-0.8,0.8,0.0,-0.6666666666666666,0.0,1.0,0.3333333333333333,-0.2,-0.5708502024291497,False,False,False,False,False,False,False,False,True,False,False,True,False,0
0.3684210526315789,0.42857142857142855,-0.32499999999999996,0.9,0.0,1.3333333333333333,0.0,0.0,0.6666666666666666,-0.4,-0.6275303643724696,False,True,False,False,False,False,False,False,False,False,False,True,False,0
-0.2631578947368421,-0.7142857142857143,-1.6,-0.1,-0.5,0.3333333333333333,1.0,0.0,0.3333333333333333,-0.2,-1.700404858299595,False,False,True,False,False,False,False,False,False,False,False,True,False,0
-0.3157894736842105,1.0,-0.55,0.3,0.0,-0.4444444444444444,0.0,1.0,1.3333333333333333,-1.0,-0.6720647773279352,False,False,False,False,False,False,True,False,False,False,False,True,False,0
